review_id,text,source,item,true_sentiment,review_date
REV100798,"The desk lamp is okay, not great but not bad either.",Twitter/X Post,desk lamp,neutral,2024-04-27
REV100799,The customer service team was super helpful with my running shoes order.,Amazon Review,running shoes,positive,2024-02-04
REV100800,Here is my honest review of the air purifier after a week of use.,Twitter/X Post,air purifier,neutral,2024-11-03
REV100801,Comparing the gaming mouse to similar products on the market now.,Amazon Review,gaming mouse,neutral,2024-01-21
REV100802,The delivery service arrived damaged and customer service ignored me.,Amazon Review,delivery service,negative,2024-02-28
REV100803,"Five stars for the wireless headphones, it changed the way I do things.",Twitter/X Post,wireless headphones,positive,2024-07-30
REV100804,"Excellent office chair, exactly as described and super reliable.",Facebook Comment,office chair,positive,2024-04-25
REV100805,"The software update meets the basic requirements, nothing more.",Amazon Review,software update,neutral,2024-04-16
REV100806,Highly recommend the office chair to anyone looking for quality. Love it!,News Headline,office chair,positive,2024-04-05
REV100807,"I'm so disappointed with this gaming mouse, complete waste of money.",Facebook Comment,gaming mouse,negative,2024-08-09
REV100808,The smartphone case is overpriced for such low quality. 😡,News Headline,smartphone case,negative,2024-03-02
REV100809,"Very frustrated with the subscription plan, it never worked as advertised.!!",Product Forum,subscription plan,negative,2024-04-27
REV100810,"I bought the customer support experience last week, still testing it out.",Facebook Comment,customer support experience,neutral,2024-10-21
REV100811,Comparing the delivery service to similar products on the market now.,Facebook Comment,delivery service,neutral,2024-04-13
REV100812,"Very frustrated with the customer support experience, it never worked as advertised.",Facebook Comment,customer support experience,negative,2024-12-12
REV100813,"Excellent airline, exactly as described and super reliable.",Facebook Comment,airline,positive,2024-11-27
REV100814,"Just unboxed the kitchen blender, will update this review later.",Amazon Review,kitchen blender,neutral,2024-05-10
REV100815,"I'm so disappointed with this kitchen blender, complete waste of money.!!",Facebook Comment,kitchen blender,negative,2024-09-12
REV100816,"I'm so disappointed with this water bottle, complete waste of money.",Product Forum,water bottle,negative,2024-09-14
REV100817,Considering whether to keep the gaming mouse or exchange it.,Amazon Review,gaming mouse,neutral,2024-06-20
REV100818,"Received the kitchen blender today, packaging was standard.",Amazon Review,kitchen blender,neutral,2024-07-27
REV100819,"I bought the restaurant chain last week, still testing it out.",News Headline,restaurant chain,neutral,2024-04-14
REV100820,"Worst smartphone case I have ever bought, total regret.",Product Forum,smartphone case,negative,2024-09-23
REV100821,The kitchen blender arrived on time and matches the description.,Twitter/X Post,kitchen blender,neutral,2024-02-24
REV100822,What a wonderful bluetooth speaker! Great value for the price.,Amazon Review,bluetooth speaker,positive,2024-12-07
REV100823,"I'm so happy with the airline, works perfectly and looks great.",Product Forum,airline,positive,2024-09-03
REV100824,Highly recommend the smartphone case to anyone looking for quality.,Product Forum,smartphone case,positive,2024-03-14
REV100825,"Disappointing coffee maker, definitely returning it.",Twitter/X Post,coffee maker,negative,2024-09-25
REV100826,"Excellent office chair, exactly as described and super reliable.",News Headline,office chair,positive,2024-07-12
REV100827,What a wonderful bluetooth speaker! Great value for the price. Love it!,Facebook Comment,bluetooth speaker,positive,2024-01-21
REV100828,"The fitness tracker is okay, not great but not bad either.",Product Forum,fitness tracker,neutral,2024-02-01
REV100829,Considering whether to keep the backpack or exchange it.,Amazon Review,backpack,neutral,2024-01-05
REV100830,"Received the customer support experience today, packaging was standard.",News Headline,customer support experience,neutral,2024-02-16
REV100831,The running shoes stopped working and support was unhelpful.,Facebook Comment,running shoes,negative,2024-07-20
REV100832,The customer service team was super helpful with my software update order.,Twitter/X Post,software update,positive,2024-11-23
REV100833,"Awful experience with the fitness tracker, would not recommend at all.",Facebook Comment,fitness tracker,negative,2024-06-08
REV100834,This backpack caused nothing but problems since day one.,Twitter/X Post,backpack,negative,2024-10-03
REV100835,This streaming service is poorly made and feels cheap.,Facebook Comment,streaming service,negative,2024-04-06
REV100836,I hate how unreliable this desk lamp turned out to be. 😡,Product Forum,desk lamp,negative,2024-05-26
REV100837,Highly recommend the smartphone case to anyone looking for quality.,Amazon Review,smartphone case,positive,2024-03-23
REV100838,"Terrible mobile app, broke after just two days of use.",Twitter/X Post,mobile app,negative,2024-02-13
REV100839,"I bought the software update last week, still testing it out.",Product Forum,software update,neutral,2024-05-17
REV100840,"I'm so happy with the airline, works perfectly and looks great.",Facebook Comment,airline,positive,2024-05-10
REV100841,"Awful experience with the wireless headphones, would not recommend at all.",Product Forum,wireless headphones,negative,2024-07-08
REV100842,"Awful experience with the software update, would not recommend at all.",Twitter/X Post,software update,negative,2024-11-16
REV100843,The bluetooth speaker arrived quickly and the build quality is amazing.,Facebook Comment,bluetooth speaker,positive,2024-04-10
REV100844,"The customer support experience meets the basic requirements, nothing more.",Twitter/X Post,customer support experience,neutral,2024-02-20
REV100845,The customer service team was super helpful with my coffee maker order. 😊,Product Forum,coffee maker,positive,2024-08-28
REV100846,The subscription plan is overpriced for such low quality. 😡,Amazon Review,subscription plan,negative,2024-12-14
REV100847,"Absolutely love this coffee maker, it exceeded all my expectations!",Facebook Comment,coffee maker,positive,2024-02-16
REV100848,"Absolutely love this electric toothbrush, it exceeded all my expectations!",News Headline,electric toothbrush,positive,2024-07-03
REV100849,"This electric toothbrush is fantastic, best purchase I've made all year.",Amazon Review,electric toothbrush,positive,2024-06-01
REV100850,"This wireless headphones is fantastic, best purchase I've made all year.",Product Forum,wireless headphones,positive,2024-09-14
REV100851,"This gaming mouse is a game changer, I use it every single day. :)",News Headline,gaming mouse,positive,2024-04-27
REV100852,"Received the office chair today, packaging was standard.",Product Forum,office chair,neutral,2024-12-16
REV100853,The fitness tracker has some pros and cons worth mentioning.,News Headline,fitness tracker,neutral,2024-05-10
REV100854,The laptop stand arrived quickly and the build quality is amazing.,Facebook Comment,laptop stand,positive,2024-03-01
REV100855,"The subscription plan works as expected, average performance overall.",Facebook Comment,subscription plan,neutral,2024-02-02
REV100856,Here is my honest review of the fitness tracker after a week of use.,Twitter/X Post,fitness tracker,neutral,2024-11-30
REV100857,"Absolutely love this streaming service, it exceeded all my expectations!!!",Twitter/X Post,streaming service,positive,2024-11-01
REV100858,This water bottle is poorly made and feels cheap.,Amazon Review,water bottle,negative,2024-11-17
REV100859,"I'm so happy with the electric toothbrush, works perfectly and looks great.",Facebook Comment,electric toothbrush,positive,2024-06-23
REV100860,"Absolutely love this office chair, it exceeded all my expectations!",Amazon Review,office chair,positive,2024-10-16
REV100861,"The yoga mat meets the basic requirements, nothing more.",News Headline,yoga mat,neutral,2024-05-05
REV100862,The customer service team was super helpful with my delivery service order.,Product Forum,delivery service,positive,2024-08-24
REV100863,The bluetooth speaker arrived on time and matches the description.,Facebook Comment,bluetooth speaker,neutral,2024-03-02
REV100864,"This running shoes is a game changer, I use it every single day.",Twitter/X Post,running shoes,positive,2024-04-27
REV100865,"Disappointing bluetooth speaker, definitely returning it.",Twitter/X Post,bluetooth speaker,negative,2024-12-05
REV100866,"Absolutely love this desk lamp, it exceeded all my expectations!",Amazon Review,desk lamp,positive,2024-03-06
REV100867,"Absolutely love this kitchen blender, it exceeded all my expectations!!!",Facebook Comment,kitchen blender,positive,2024-04-15
REV100868,"This air purifier is a game changer, I use it every single day.",Product Forum,air purifier,positive,2024-10-23
REV100869,"Excellent fitness tracker, exactly as described and super reliable.",Amazon Review,fitness tracker,positive,2024-06-13
REV100870,"I'm so happy with the airline, works perfectly and looks great.!!",Twitter/X Post,airline,positive,2024-08-09
REV100871,Highly recommend the smartphone case to anyone looking for quality.,Twitter/X Post,smartphone case,positive,2024-12-05
REV100872,"I'm so happy with the yoga mat, works perfectly and looks great.",News Headline,yoga mat,positive,2024-12-08
REV100873,"Worst yoga mat I have ever bought, total regret.",News Headline,yoga mat,negative,2024-01-30
REV100874,This fitness tracker caused nothing but problems since day one.,Facebook Comment,fitness tracker,negative,2024-11-13
REV100875,The customer service team was super helpful with my restaurant chain order.!!,Product Forum,restaurant chain,positive,2024-04-16
